id,baseMean,baseMean1_M0,baseMean2_M2,FC_2over1,log2FC_2over1,pval,padj,X8533M0_S1,X8534M0_S4,X8535M0_S7,X8536M0_S10,X8533M2_S3,X8534M2_S6,X8535M2_S9,X8536M2_S12
Klhdc5,652.5461529,678.2950349,626.7972709,0.924077634,-0.113914034,0.299341146,0.681133475,769.414876,652.0602974,618.2561655,673.4488008,651.3126213,616.1336849,577.5645699,662.1782075
AW011738,17.15887747,13.98555384,20.33220111,1.45380021,0.539829019,0.29942894,0.681158634,20.02586664,8.400132655,11.36152218,16.15469387,24.9765902,31.83357372,7.092898227,17.4257423
C2,24.22783246,28.22951398,20.22615094,0.716489521,-0.480982491,0.299411204,0.681158634,25.29583154,25.20039797,48.28646928,14.13535714,13.44893318,17.45712107,24.31850821,25.68004129
Rev1,770.2036487,796.6862687,743.7210287,0.933518071,-0.099250145,0.299596204,0.681451814,764.1449111,823.2130002,819.9231842,779.4639794,763.7072772,825.6191378,722.462348,663.0953518
Cars2,603.1731547,580.1100211,626.2362883,1.079512964,0.110380569,0.299749512,0.68171318,627.1258236,552.3087221,591.745947,549.2595917,660.9190021,641.8059218,617.0821458,585.1380836
Lmo7,3.198888606,2.055047389,4.342729823,2.113201791,1.079430538,0.29988728,0.681939141,1.053992981,4.200066328,0.946793515,2.019336734,4.803190422,5.134447374,1.013271175,6.420010322
Vnn3,100.8663097,111.4529024,90.27971707,0.810025716,-0.303960385,0.300029601,0.682175398,153.8829752,99.75157528,101.3069061,90.87015304,127.7648652,93.44694222,72.95552462,66.95153621
Wnt2b,32.48797001,27.88069066,37.09524935,1.330499657,0.411968138,0.300223008,0.682527732,25.29583154,28.35044771,40.71212116,17.16436224,23.05531403,28.7529053,41.54411819,55.0286599
Galntl4,4.700659351,3.259707491,6.141611212,1.884098874,0.913874677,0.300382537,0.682784568,2.107985962,5.25008291,5.680761092,0,1.921276169,8.215115799,7.092898227,7.337154653
Spryd4,534.4490106,514.2740933,554.6239279,1.078459785,0.10897238,0.300412903,0.682784568,563.8862448,521.8582412,470.5563771,500.7955101,585.0285934,567.8698796,540.0735364,525.5237021
Fam160b1,1640.33642,1586.794344,1693.878497,1.067484582,0.094215232,0.300623407,0.683175543,1560.963605,1543.524375,1617.123324,1625.566071,1681.116648,1607.082028,1782.343997,1704.971313
Accn4,2.605538627,1.513326286,3.697750968,2.443459155,1.288924989,0.300722185,0.683183923,0,3.150049746,1.893587031,1.009668367,1.921276169,6.161336849,3.039813526,3.668577327
Snord87,7.913461461,6.159692674,9.667230248,1.56943386,0.650244231,0.300742542,0.683183923,2.107985962,11.5501824,1.893587031,9.087015304,8.64574276,11.29578422,4.053084701,14.67430931
Cd37,2156.076217,2222.528561,2089.623874,0.940201134,-0.088958674,0.300718334,0.683183923,2189.143421,2270.13585,2213.603239,2217.231734,1914.551702,2019.891597,2385.240347,2038.811849
Tmem171,9.289054347,6.659707133,11.91840156,1.789628481,0.839660121,0.300845107,0.683242059,4.215971923,13.65021557,4.733967576,4.038673468,17.29148552,20.5377895,7.092898227,2.751432995
Wdr60,214.0674555,226.8561615,201.2787495,0.887252734,-0.17258298,0.30082039,0.683242059,269.8222031,235.2037144,189.3587031,213.0400255,233.4350545,189.9745529,166.1764728,215.5289179
Nup160,1447.105317,1399.70604,1494.504594,1.067727474,0.094543461,0.30124399,0.683885493,1255.30564,1573.974856,1398.414022,1371.129642,1497.634774,1532.119097,1456.070679,1492.193828
Spsb4,453.6338083,471.5941212,435.6734954,0.923831481,-0.114298386,0.301201337,0.683885493,484.8367712,468.3073955,451.6205068,481.6118111,371.7669387,468.2616006,466.1047406,436.5607019
2810408A11Rik,5.123532438,6.596717616,3.650347259,0.55335812,-0.853714634,0.301230828,0.683885493,6.323957885,3.150049746,3.787174061,13.12568877,2.881914253,3.080668425,4.053084701,4.585721658
Apbb1ip,869.429721,908.1256074,830.7338346,0.914778559,-0.128505543,0.301303872,0.683933978,714.607241,988.0656036,937.3255801,992.5040048,746.4157916,800.9737904,937.2758372,838.2699192
Peg12,48.7395143,54.76359027,42.71543833,0.77999704,-0.358459445,0.301670099,0.684677737,48.48367712,35.70056379,67.22233958,67.64778059,35.54360913,28.7529053,40.53084701,66.03439188
Ubac1,977.8236168,944.384592,1011.262642,1.07081654,0.098711329,0.30180137,0.684768166,950.7016687,917.7144926,899.4538395,1009.668367,1000.024246,955.0072117,1081.160344,1008.858765
Thoc2,4284.820504,4411.522552,4158.118457,0.942558586,-0.085345802,0.301821389,0.684768166,4288.697439,4427.919926,4546.50246,4382.970381,4341.123504,4136.310805,4164.544531,3990.494987
Cep110,3000.619172,3092.642459,2908.595886,0.940488894,-0.088517187,0.301825658,0.684768166,3154.600992,3371.603245,2973.878431,2870.487168,3093.254632,3039.592846,2895.929019,2605.607046
Pip4k2b,2280.132557,2210.430565,2349.834549,1.063066439,0.088231764,0.30187071,0.684782866,2216.547239,2132.583678,2119.870681,2372.720663,2490.934553,2191.382139,2350.789127,2366.232376
Cyp46a1,3.160268153,1.950830223,4.369706082,2.239921255,1.163448015,0.301934503,0.68484007,0,1.050016582,4.733967576,2.019336734,3.842552338,2.05377895,6.079627052,5.50286599
Asb3,632.3500936,656.0657456,608.6344416,0.927703429,-0.108264422,0.302092537,0.685110988,669.2855428,644.7101813,658.0214931,652.2457651,678.2104876,592.515227,579.5911123,584.2209393
1110012D08Rik,296.6682679,283.6862263,309.6503095,1.091523947,0.126343782,0.302262583,0.685409073,282.4701189,288.75456,256.5810426,306.9391836,282.4275968,297.7979477,327.2865896,331.0891037
Nop10,970.2684044,1004.594328,935.9424807,0.931662119,-0.102121259,0.302351818,0.68552386,1083.504784,994.3657031,989.3992234,951.1076018,1000.024246,1004.297906,798.4576862,940.9900843
Vps53,1320.63872,1278.311051,1362.966389,1.066224365,0.092511055,0.302397691,0.685540316,1408.134622,1142.418041,1153.194502,1409.49704,1418.862451,1311.337859,1378.048798,1343.616446
Ceacam2,8.214207346,6.248000047,10.18041465,1.629387735,0.704329954,0.302752255,0.686256483,4.215971923,5.25008291,9.467935153,6.058010202,7.685104676,2.05377895,17.22560998,13.75716498
D14Abb1e,4148.600941,4269.061015,4028.140868,0.94356601,-0.083804646,0.302887432,0.686475243,4086.330787,4269.367422,4332.527126,4388.018723,4316.146914,4134.257026,4015.593668,3646.565863
Rundc1,514.3404649,495.3728854,533.3080444,1.076578998,0.106454186,0.303127463,0.686931562,501.7006589,479.8575779,450.6737133,549.2595917,567.7371079,440.5355847,566.418587,558.540898
Pglyrp2,2.567303885,1.530039099,3.604568672,2.355867033,1.236258115,0.303199738,0.687007651,1.053992981,2.100033164,0.946793515,2.019336734,0.960638084,3.080668425,3.039813526,7.337154653
Adam23,8.974609801,11.70533211,6.243887492,0.533422498,-0.906649421,0.303256869,0.687049413,6.323957885,24.15038138,12.3083157,4.038673468,0.960638084,13.34956317,6.079627052,4.585721658
Dlgap5,242.3723855,222.3357309,262.4090401,1.180237827,0.239077604,0.303395105,0.687250974,169.6928699,194.2530677,222.4964761,302.9005101,272.821216,235.1576898,208.7338621,332.9233924
Cotl1,27280.45423,28065.76602,26495.14244,0.944037744,-0.083083553,0.30342326,0.687250974,29556.07117,25183.5977,28650.91857,28872.47662,26200.44312,24970.87136,27753.49749,27055.75778
BC031181,2331.18306,2405.564684,2256.801437,0.9381587,-0.092096103,0.303508152,0.687355558,2374.646186,2371.987459,2342.367157,2533.257933,2103.797405,2246.834171,2224.13023,2452.443943
Nsdhl,615.4420515,641.7295231,589.1545798,0.918073049,-0.123319145,0.303835562,0.688009277,726.2011638,544.958606,678.8509504,616.9073723,644.5881547,509.3371795,641.400654,561.292331
Dtwd2,95.80133195,89.26802096,102.3346429,1.146375173,0.19707927,0.304046728,0.688311855,98.02134722,96.60152554,77.63706825,84.81214283,82.61487526,132.4687423,85.11477873,109.1401755
Pkp4,1773.215986,1715.116289,1831.315684,1.067750155,0.094574107,0.304024981,0.688311855,1627.365162,1790.278272,1735.472513,1707.349209,1773.337904,1839.15905,1954.600097,1758.165684
Gm1564,2.301756859,1.266540853,3.336972865,2.634713958,1.397646342,0.304167673,0.688497858,0,2.100033164,0.946793515,2.019336734,0,2.05377895,3.039813526,8.254298985
Cars,1813.565921,1869.213112,1757.918729,0.940459233,-0.088562688,0.304434053,0.688925143,1701.144671,2050.682385,2001.521491,1723.503903,1646.533677,1891.530413,1732.69371,1760.917117
Ppp1r11,1095.597966,1131.385873,1059.810058,0.93673616,-0.094285338,0.30442764,0.688925143,1121.448532,1026.916217,1210.002112,1167.176632,997.1423317,1091.583512,1051.77548,1098.738909
Tnks,2240.214145,2308.813567,2171.614724,0.940576041,-0.088383512,0.304558205,0.689118253,2183.873456,2445.488619,2238.21987,2367.672321,2024.064444,2320.770213,2222.103687,2119.520551
Lasp1,11522.07137,11182.86528,11861.27746,1.060665326,0.084969512,0.304628605,0.689189706,10221.62393,10848.77132,11167.42951,12493.63637,11314.39536,11053.43831,12759.11064,12318.16552
Tctn1,105.3743808,96.21920926,114.5295523,1.190298208,0.25132306,0.30470978,0.689285516,83.26544549,98.7015587,122.1363635,80.77346937,96.06380845,100.6351685,155.0304898,106.3887425
Espn,9.602874793,7.70361306,11.50213653,1.493083367,0.578294721,0.304820043,0.689340698,8.431943847,12.60019898,4.733967576,5.048341835,8.64574276,15.40334212,9.119440578,12.84002064
Grina,9758.383691,10042.63204,9474.135338,0.943391662,-0.084071244,0.304780241,0.689340698,10529.38988,9924.756732,10497.0997,9219.28186,9561.230855,8983.229126,9912.831908,9439.249462
Atg5,4685.880826,4827.150836,4544.610816,0.941468574,-0.087015155,0.304850663,0.689340698,5014.898603,4711.424403,4781.307252,4800.973085,4971.302087,4629.217753,4204.062106,4373.861318
Rab18,2760.556199,2850.281051,2670.831347,0.9370414,-0.093815305,0.304946274,0.689469079,2789.91942,2590.390908,2749.488368,3271.325509,2804.102569,2458.373403,2606.133463,2814.715954
Ift46,569.6221936,590.8515614,548.3928257,0.928139759,-0.107586033,0.305025515,0.689560418,613.4239149,502.9579427,606.8946433,640.1297447,499.5318039,570.950548,537.0337229,586.0552279
Pecr,66.25347162,60.85941407,71.64752918,1.177262882,0.235436509,0.305204086,0.68987626,75.88749462,67.20106124,54.91402388,45.43507652,71.08721825,90.36627379,71.94225345,53.19437124
BC067068,330.6967846,316.4939194,344.8996498,1.089751267,0.123998882,0.305296461,0.689906501,298.2800136,321.3050741,316.2290341,330.161556,357.3573674,377.8953268,285.7424714,358.6034337
Arnt,1348.247029,1304.782787,1391.711271,1.066622954,0.093050281,0.30531127,0.689906501,1145.69037,1391.271971,1239.352711,1442.816097,1307.428433,1305.176523,1480.389187,1473.850941
Rab34,128.9965031,141.8838821,116.1091241,0.81833907,-0.289229363,0.305334049,0.689906501,135.9650945,97.65154212,141.0722338,192.8466581,87.41806569,106.7965054,112.4731005,157.748825
Stxbp4,73.9053897,79.96055413,67.85022527,0.848546211,-0.236934865,0.305600605,0.690404936,59.02360693,108.1517079,72.90310067,79.763801,52.83509465,77.01671062,70.92898227,70.62011354
Gm15408,1.29312788,2.076215597,0.510040163,0.245658574,-2.025273502,0.305632422,0.690404936,2.107985962,5.25008291,0.946793515,0,0,1.026889475,1.013271175,0
Phospho1,127.9518073,135.3454312,120.5581834,0.890744389,-0.166916604,0.306135773,0.691453992,153.8829752,113.4017908,144.8594078,129.237551,110.4733797,119.1191791,139.8314222,112.8087528
Lrrc58,31232.78898,32119.7466,30345.83136,0.944771817,-0.081962166,0.306175727,0.691456262,31440.61062,31157.14204,32789.35302,33091.88073,30700.0719,30126.88341,30115.4326,30440.93751
Frk,10.00456184,12.09556524,7.913558441,0.654252884,-0.612079717,0.306345099,0.691750768,8.431943847,11.5501824,13.25510921,15.14502551,0.960638084,7.188226324,6.079627052,17.4257423
Cpe,18.44084913,23.00438879,13.87730947,0.603246171,-0.72918124,0.306649487,0.692350036,13.70190875,17.85028189,47.33967576,13.12568877,1.921276169,23.61845792,16.21233881,13.75716498
Ap3s2,1325.423746,1282.472896,1368.374596,1.066981299,0.09353489,0.306698546,0.692372749,1300.627338,1308.320661,1264.916136,1256.027449,1324.719918,1412.999917,1333.464867,1402.313683
Plekhg4,9.237385286,7.167523616,11.30724696,1.577566753,0.657701052,0.306965003,0.692886167,7.377950866,10.50016582,4.733967576,6.058010202,21.13403786,8.215115799,3.039813526,12.84002064
C1qtnf6,10.83907013,12.96910894,8.709031331,0.67152118,-0.574495192,0.307143493,0.693200919,11.59392279,13.65021557,9.467935153,17.16436224,8.64574276,6.161336849,8.106169403,11.92287631
Cntnap1,32.43845464,28.07736905,36.79954023,1.310647738,0.390279985,0.307212532,0.693268601,13.70190875,33.60053062,39.76532764,25.24170918,29.77978062,48.26380532,42.55738936,26.59718562
Slc17a8,1.277500249,2.044960336,0.510040163,0.24941323,-2.003390101,0.307443402,0.693701412,1.053992981,3.150049746,0.946793515,3.029005101,0,1.026889475,1.013271175,0
Gm16023,52.52399909,45.84858774,59.19941043,1.291193761,0.368705512,0.307531505,0.693734118,27.4038175,50.40079593,67.22233958,38.36739795,43.2287138,55.45203164,83.08823638,55.0286599
Aste1,420.1050546,402.577282,437.6328272,1.087077803,0.120455199,0.307668892,0.693734118,381.5454591,424.2066991,427.9506689,376.6063009,461.1062805,457.9927058,430.6402495,400.7920729
Gdap2,1398.129533,1354.435766,1441.8233,1.064519511,0.090202393,0.307589387,0.693734118,1393.378721,1269.470048,1360.542281,1394.352015,1568.721992,1368.84367,1299.013647,1530.71389
Crot,2283.81495,2366.3447,2201.285201,0.93024706,-0.104314169,0.307692359,0.693734118,2642.360403,2188.234557,2456.929172,2177.854668,2522.63561,2038.375608,2074.166096,2169.963489
Kctd12b,401.3913136,417.9230209,384.8596063,0.920886352,-0.118904972,0.307644718,0.693734118,401.5713257,420.0066328,410.9083856,439.2057397,427.4839476,360.4382057,380.9899619,370.52631
1700110K17Rik,7.900409363,9.843834749,5.956983976,0.605148718,-0.724638361,0.307674545,0.693734118,1.053992981,16.80026531,10.41472867,11.10635204,1.921276169,7.188226324,10.13271175,4.585721658
Zpbp2,1.274759402,2.056041489,0.493477315,0.240013306,-2.058813706,0.307764355,0.69380833,2.107985962,3.150049746,0.946793515,2.019336734,0.960638084,0,1.013271175,0
Camk2b,21.85955576,17.89811327,25.82099826,1.442665932,0.528737263,0.308130206,0.694368564,22.1338526,12.60019898,22.72304437,14.13535714,26.89786637,14.37645265,44.58393171,17.4257423
Tax1bp3,227.0648344,213.9594857,240.1701831,1.122503086,0.166719412,0.308082225,0.694368564,235.0404347,233.1036812,182.7311484,204.9626785,210.3797405,201.2703371,238.1187262,310.9119284
Cep135,713.0105575,737.4952385,688.5258764,0.933600436,-0.09912286,0.30809141,0.694368564,714.607241,735.0116074,760.2751927,740.0869131,662.8402783,767.0864377,674.8386028,649.3381868
Frrs1,2321.708268,2248.644003,2394.772533,1.064985177,0.090833351,0.308348482,0.694772256,2153.30766,2182.984474,2300.708242,2357.575637,2417.926059,2316.662655,2476.434752,2368.066664
Mir1941,1.269278223,2.069110842,0.469445604,0.226882772,-2.139981029,0.308409229,0.694820946,5.269964904,1.050016582,0.946793515,1.009668367,0.960638084,0,0,0.917144332
A730011L01Rik,338.1522781,323.6065007,352.6980556,1.089897931,0.124193033,0.308612023,0.695001352,309.8739364,359.105671,342.7392525,282.7071428,305.4829109,383.0297741,343.4989284,378.780609
Nf1,3418.31565,3313.690484,3522.940817,1.063147217,0.088341385,0.3086459,0.695001352,3070.281553,3545.905997,3405.616274,3232.958111,3449.651361,3325.06812,3848.403924,3468.639862
Ubtd1,2073.184083,2138.182235,2008.185931,0.93920242,-0.090491968,0.308606304,0.695001352,2078.474158,2059.082517,2160.582802,2254.589464,1732.991104,1975.73535,2075.179367,2248.837901
Olfr1033,23.97885321,26.98469675,20.97300967,0.777218654,-0.363607568,0.308636119,0.695001352,23.18784558,29.40046429,33.13777303,22.21270408,31.70105679,16.4302316,19.25215233,16.50859797
Mrpl23,30.60953291,27.05188094,34.16718489,1.263024371,0.336882477,0.309040807,0.695625897,33.72777539,19.95031506,30.29739249,24.23204081,35.54360913,34.91424215,40.53084701,25.68004129
Capza1,4061.663015,4180.371872,3942.954159,0.943206557,-0.084354348,0.309030227,0.695625897,4049.441032,4289.317737,4250.15609,4132.572626,4133.625677,4032.594968,3873.735703,3731.860286
Tmem100,1.264159714,2.042310976,0.486008452,0.237969857,-2.07114925,0.309015106,0.695625897,4.215971923,1.050016582,1.893587031,1.009668367,0,1.026889475,0,0.917144332
Mir3960,15.57048034,13.12191503,18.01904564,1.373202433,0.457544318,0.309186791,0.695849179,17.91788067,9.450149237,17.04228327,8.077346937,14.40957127,14.37645265,21.27869468,22.01146396
2900053A13Rik,731.7382285,764.7706346,698.7058224,0.913614868,-0.130341966,0.309257591,0.695849179,862.1662583,762.3120385,747.0200835,687.584158,597.5168885,848.2107063,647.480281,701.6154137
Trib3,165.8994375,182.0919373,149.7069378,0.822150283,-0.282525962,0.309223888,0.695849179,130.6951296,240.4537973,200.7202252,156.4985969,106.6308274,184.8401055,194.5480657,112.8087528
AI462493,668.883767,693.4153351,644.3521988,0.929244229,-0.105870271,0.309332346,0.695929178,809.4666093,583.8092196,696.8400272,683.5454845,645.5487928,677.7470534,613.0290611,641.0838878
6430527G18Rik,1578.359128,1493.09119,1663.627066,1.114216651,0.156029782,0.30950475,0.696140609,1299.573345,1390.221954,1609.548976,1673.020484,1385.240118,1583.46357,2018.436181,1667.368395
9330182L06Rik,2.493865089,3.539918549,1.44781163,0.408995747,-1.289842255,0.309481478,0.696140609,4.215971923,4.200066328,4.733967576,1.009668367,0,0,3.039813526,2.751432995
Gm13238,24.67181502,21.34076863,28.0028614,1.312176795,0.391962114,0.309624195,0.696321045,14.75590173,21.00033164,28.40380546,21.20303571,35.54360913,20.5377895,38.50430466,17.4257423
AK129341,1.258619137,2.031229822,0.486008452,0.239268076,-2.063300174,0.309674977,0.696347039,3.161978943,1.050016582,1.893587031,2.019336734,0,1.026889475,0,0.917144332
Chit1,1.257413899,2.032223922,0.482603877,0.237475739,-2.074147965,0.309819078,0.696582838,4.215971923,0,1.893587031,2.019336734,0,0,1.013271175,0.917144332
Spats1,6.370608519,3.795167165,8.946049873,2.357221562,1.237087368,0.309952512,0.696618173,0,4.200066328,1.893587031,9.087015304,3.842552338,21.56467897,3.039813526,7.337154653
Rcor2,7.502946786,5.838290076,9.167603497,1.570254882,0.650998755,0.309918347,0.696618173,6.323957885,6.300099492,5.680761092,5.048341835,8.64574276,6.161336849,8.106169403,13.75716498
Mettl21d,159.7254406,150.9708683,168.4800129,1.115976975,0.158307262,0.30993852,0.696618173,158.0989471,140.702222,149.5933754,155.4889285,156.5840078,154.0334212,194.5480657,168.754557
Mkln1,2937.28679,3026.135144,2848.438435,0.941279321,-0.087305193,0.310089759,0.696838416,3098.739364,3061.848353,3009.856585,2934.096275,2995.269547,2856.806519,2826.013308,2715.664366
Pbx1,170.1032848,182.5517274,157.6548422,0.863617367,-0.211535839,0.310246421,0.697102228,147.5590173,176.4027858,177.0503874,229.1947193,141.2137984,157.1140897,128.6854393,203.6060416
Cyp2d40,1.252716942,1.998798297,0.506635588,0.253470092,-1.980112569,0.310382574,0.697319898,2.107985962,2.100033164,3.787174061,0,0,0,2.026542351,0
Nmt1,5573.082868,5413.096559,5733.069177,1.059110828,0.082853564,0.310737562,0.698029095,5814.879275,5298.383672,5272.693086,5266.430203,5916.569962,5714.639928,5626.694837,5674.37198
Car4,55.15174181,41.2525351,69.05094853,1.673859518,0.743178452,0.311088307,0.698472667,22.1338526,26.25041455,37.87174061,78.75413263,28.81914253,43.12935795,64.84935522,139.4059384
Fam196a,82.14009256,72.93178208,91.34840305,1.252518456,0.324831861,0.31107472,0.698472667,53.75364202,108.1517079,67.22233958,62.59943876,73.9691325,109.8771738,115.512914,66.03439188
Rufy2,1084.291717,1119.075125,1049.508309,0.937835437,-0.092593301,0.3110924,0.698472667,1018.15722,1156.068257,1170.236785,1131.838239,988.4965889,1119.309528,1044.682582,1045.544538
Col6a3,5.390219071,6.878552543,3.901885599,0.567253877,-0.81793353,0.311059073,0.698472667,12.64791577,4.200066328,6.627554607,4.038673468,0,5.134447374,4.053084701,6.420010322
Tlcd1,66.08877355,71.23316895,60.94437815,0.855561799,-0.225056028,0.311164047,0.698545185,54.807635,86.10135972,81.42424231,62.59943876,49.95318039,52.37136322,69.9157111,71.53725787
Mir20a,8.724084296,6.976326116,10.47184248,1.501054037,0.585975914,0.311260995,0.69858615,11.59392279,7.350116074,1.893587031,7.06767857,8.64574276,10.26889475,10.13271175,12.84002064
Amdhd2,1842.712914,1902.950587,1782.475241,0.936690239,-0.094356063,0.311240775,0.69858615,2005.748643,1924.680395,1807.428821,1873.944489,1751.243228,1820.675039,1666.831083,1891.151612
Echdc1,146.0554613,138.2627768,153.8481458,1.112722812,0.154094251,0.311574418,0.699201193,158.0989471,144.9022883,126.870331,123.1795408,170.993579,137.6031896,149.9641339,156.8316807
Gm9992,1.997642031,1.040923628,2.954360434,2.838210561,1.504981624,0.311756307,0.699504733,1.053992981,2.100033164,0,1.009668367,0.960638084,7.188226324,0,3.668577327
Pip4k2c,2270.082176,2341.032062,2199.13229,0.939385806,-0.090210301,0.311788484,0.699504733,2266.084909,2226.035154,2259.996121,2612.012066,2254.617584,2065.074734,2206.90462,2269.932221
Prcp,4849.767566,4712.169347,4987.365786,1.05840122,0.08188663,0.311979075,0.699843887,4999.088708,4627.423077,4608.990832,4613.174769,5460.266872,5023.543311,4483.724951,4981.92801
Ptprcap,32.18402901,26.65239044,37.71566757,1.415095117,0.500899029,0.312183237,0.69999462,7.377950866,36.75058037,32.19097952,30.29005101,29.77978062,58.53270007,21.27869468,41.27149493
1810037I17Rik,1268.864252,1310.980561,1226.747943,0.935748385,-0.095807441,0.312126891,0.69999462,1297.465359,1258.969882,1311.309019,1376.177984,1293.018862,1097.744849,1252.403173,1263.824889
Mfsd10,1103.472909,1140.88531,1066.060508,0.934415141,-0.097864443,0.31213862,0.69999462,1106.69263,1168.668456,1121.003522,1167.176632,1041.331684,1022.781917,1072.040903,1128.087528
Mrpl38,1338.284778,1396.073145,1280.49641,0.917212981,-0.124671322,0.312203988,0.69999462,1683.22679,1411.222286,1307.521845,1182.321658,1314.1529,1349.33277,1243.283732,1215.216239
Inpp5e,601.1492147,578.5804469,623.7179825,1.078014278,0.108376286,0.31247275,0.700331869,594.4520412,619.5097833,565.2357286,535.1242345,588.8711458,665.4243797,663.6926198,576.8837846
Srek1,1305.107328,1260.971447,1349.243209,1.070002982,0.097614818,0.312451876,0.700331869,1146.744363,1272.620097,1362.435868,1262.085459,1394.846499,1327.768091,1382.101883,1292.256363
AI854703,1.23615461,1.989705343,0.482603877,0.242550425,-2.043643387,0.31239426,0.700331869,3.161978943,0,3.787174061,1.009668367,0,0,1.013271175,0.917144332
Twist1,1.23493721,1.97299253,0.49688189,0.251841749,-1.989410629,0.312543666,0.700402386,2.107985962,1.050016582,4.733967576,0,0.960638084,1.026889475,0,0
Arntl,1098.430013,1146.756715,1050.103311,0.915715859,-0.127028086,0.31263211,0.700512161,1211.037935,916.664476,1143.726566,1315.597882,1029.804027,974.5181117,1029.483514,1166.60759
Krt76,33.05394338,27.03934452,39.06854224,1.444877564,0.530947247,0.312869548,0.700513694,35.83576135,37.80059695,12.3083157,22.21270408,35.54360913,68.80159482,25.33177938,26.59718562
Gm9766,266.7101992,278.7150725,254.7053259,0.913855586,-0.129961897,0.31283953,0.700513694,279.3081399,295.0546595,299.1867508,241.3107397,282.4275968,253.6417003,245.2116244,237.5403819
Gm19589,3.390515865,4.548774981,2.23225675,0.490738003,-1.026975097,0.31280124,0.700513694,2.107985962,3.150049746,2.840380546,10.09668367,0.960638084,4.1075579,2.026542351,1.834288663
Epha7,3.389898858,4.553230375,2.22656734,0.489008277,-1.032069211,0.312825893,0.700513694,2.107985962,5.25008291,3.787174061,7.06767857,2.881914253,3.080668425,2.026542351,0.917144332
Epgn,1.233251022,1.956461882,0.510040163,0.26069517,-1.939564242,0.312750955,0.700513694,0,0,3.787174061,4.038673468,0,1.026889475,1.013271175,0
Snai1,1.232435763,1.982267649,0.482603877,0.243460502,-2.038240361,0.312851325,0.700513694,0,1.050016582,2.840380546,4.038673468,0,0,1.013271175,0.917144332
Hsp90ab1,37736.45658,36718.85741,38754.05574,1.055426516,0.077826134,0.312921731,0.700542181,35974.88842,35577.71185,33820.41116,41502.41823,38519.66591,36988.55889,38020.97431,41487.02384
Mtmr10,1695.232574,1748.690302,1641.774845,0.938859696,-0.091018518,0.313067687,0.700780562,1507.209963,1999.231572,1734.52572,1753.793954,1709.93579,1665.614728,1574.623406,1616.925457
Matr3,9301.888972,9042.013896,9561.764048,1.05748168,0.080632671,0.313156992,0.700892093,9167.630948,8836.939554,8825.062356,9338.422727,10248.08709,9631.196385,8663.468549,9704.304174
Rpl22,3181.922301,3292.568478,3071.276124,0.932790356,-0.100375222,0.313267948,0.701052046,3784.888794,2873.895385,3175.54545,3335.944285,3270.972678,3104.286883,2810.81424,3099.030697
6430562O15Rik,19.88807562,17.22755442,22.54859683,1.308868124,0.388319745,0.313476498,0.701430334,20.02586664,15.75024873,17.98907679,15.14502551,28.81914253,24.6453474,10.13271175,26.59718562
Commd2,995.7055116,1029.97799,961.4330332,0.933450076,-0.09935523,0.313529367,0.701460221,1072.964855,931.3647082,1089.759336,1025.823061,957.7561702,931.3887537,873.4397531,1083.147456
Gm1332,3.798771928,2.342696141,5.254847714,2.24307695,1.165479114,0.313591382,0.70151056,6.323957885,2.100033164,0.946793515,0,0.960638084,6.161336849,11.14598293,2.751432995
Zfp160,844.1466008,873.2680657,815.0251359,0.933304638,-0.09958003,0.313712447,0.701692966,835.8164338,897.7641775,856.8481313,902.6435202,870.3381045,829.7266957,773.1259068,786.9098366
Ube2d3,12056.11095,12402.40088,11709.82101,0.944157597,-0.082900403,0.313863835,0.701943141,11729.88788,12220.09298,12392.58032,13267.04234,12561.30359,12019.7413,10461.01161,11797.22754
Tmem217,4.972997784,3.564730216,6.381265353,1.790111724,0.840049632,0.314219803,0.702473763,3.161978943,6.300099492,3.787174061,1.009668367,7.685104676,6.161336849,7.092898227,4.585721658
Fam98b,173.1930084,159.9466308,186.4393859,1.165634968,0.221116063,0.314140734,0.702473763,139.1270735,205.8032501,136.3382662,158.5179336,132.5680557,201.2703371,175.2959133,236.6232376
Uap1l1,7225.153545,7435.393976,7014.913115,0.943448745,-0.083983953,0.314196425,0.702473763,7472.810234,7352.216107,7393.510561,7523.039003,6848.388904,7022.897119,6962.186246,7226.180189
C030034L19Rik,5.866926548,3.161121984,8.572731112,2.711926701,1.439318185,0.31436828,0.702628739,1.053992981,1.050016582,8.521141637,2.019336734,2.881914253,21.56467897,7.092898227,2.751432995
Rbm47,2249.630887,2162.78435,2336.477424,1.080309936,0.111445275,0.314337173,0.702628739,1948.833022,2461.238868,2152.06166,2089.003851,2062.489967,2228.350161,2685.168615,2369.900953
Eif2b5,2406.82022,2334.816224,2478.824216,1.061678513,0.08634697,0.314469795,0.702767154,2469.505554,2245.985469,2333.846015,2289.927857,2592.76219,2525.121219,2299.112297,2498.30116
Prpf18,2630.930027,2713.311573,2548.54848,0.939276014,-0.090378926,0.314793487,0.703401986,2780.433484,2655.491936,2638.713527,2778.607346,2718.605779,2452.212066,2399.426143,2623.949933
Iffo1,989.4025715,950.3894604,1028.415683,1.082099208,0.113832773,0.314916576,0.70358847,1007.61729,773.8622209,977.0909077,1042.987423,977.92957,999.1634591,1156.142411,980.4272906
